Device Name,Device Type,Energy Consumption (kWh),Date Range,Country,User Demographics: Age,User Demographics: Gender,Usage Frequency (per week/month),Device Brand,Average Duration of Use (Hours),Cost Savings (in $),Power Source,Internet Connectivity Status
Smart Speaker,Fitness Monitoring,1.10,12-08-2023,Australia,38,Woman,5 per week,SmartLiving,21.50,$19.03 ,Solar,Connected
Solar Panel Monitor,Security,2.10,08-08-2021,South Africa,28,Man,15 per month,SunTrack,12.10,$11.60 ,Battery,Low Bandwidth
Smart Refrigerator,Water Conservation,16.80,26-07-2023,Brazil,29,Prefer not to say,5 per week,SunTrack,4.00,$28.41 ,Battery,Disconnected
Smart Speaker,Security,4.20,05-04-2022,India,51,Non-binary,3 per week,PlugWise,19.20,$41.08 ,Solar,Low Bandwidth
Smart Thermostat,Energy-saving,12.80,29-03-2021,Canada,44,Woman,15 per month,RingSecure,6.20,$35.64 ,Solar,Intermittent
Smart Light Bulb,Energy-saving,8.90,05-07-2024,Australia,26,Non-binary,3 per week,PlugWise,8.10,$33.74 ,Battery,Low Bandwidth
Smart Light Bulb,Health Monitoring,2.40,19-02-2021,USA,36,Prefer not to say,5 per week,RingSecure,17.80,$35.50 ,Solar,Low Bandwidth
Security Camera,Entertainment,22.00,01-01-2020,Japan,22,Man,15 per month,EcoHome,21.40,$11.51 ,Solar,Disconnected
Solar Panel Monitor,Health Monitoring,2.00,19-10-2024,France,18,Man,10 per month,SafeGuard,23.00,$46.64 ,Grid,Low Bandwidth
Solar Panel Monitor,Fitness Monitoring,18.00,06-04-2024,Germany,64,Prefer not to say,5 per week,CoolTech,2.40,$17.29 ,Solar,Connected
Smart TV,Climate Control,19.00,13-04-2021,Germany,42,Non-binary,15 per month,RingSecure,15.30,$17.88 ,Battery,Disconnected
Smart TV,Fitness Monitoring,22.10,05-08-2020,Mexico,56,Non-binary,5 per week,EcoHome,10.60,$13.16 ,Solar,Disconnected
